2018-12-12 04:16:11.709610: 18.80 F, 42.10 Humidity, 372 Light
2018-12-12 04:16:13.049468: 18.90 F, 42.30 Humidity, 365 Light
2018-12-12 04:16:15.562899: 18.90 F, 42.30 Humidity, 361 Light
2018-12-12 04:16:18.073571: 18.90 F, 42.30 Humidity, 355 Light
2018-12-12 04:16:20.584459: 18.80 F, 42.20 Humidity, 353 Light
2018-12-12 04:16:23.096714: 18.90 F, 42.30 Humidity, 352 Light
2018-12-12 04:16:24.427578: 18.90 F, 42.30 Humidity, 356 Light
2018-12-12 04:16:26.938021: 18.90 F, 42.20 Humidity, 362 Light
2018-12-12 04:16:29.449431: 18.80 F, 42.10 Humidity, 367 Light
2018-12-12 04:16:31.961576: 18.80 F, 42.10 Humidity, 371 Light
2018-12-12 04:16:34.473784: 18.80 F, 42.10 Humidity, 366 Light
2018-12-12 04:16:35.809386: 18.80 F, 42.20 Humidity, 359 Light
2018-12-12 04:16:38.323941: 18.80 F, 42.20 Humidity, 355 Light
2018-12-12 04:16:40.836630: 18.80 F, 42.20 Humidity, 351 Light
2018-12-12 04:16:43.348707: 18.80 F, 42.20 Humidity, 354 Light
2018-12-12 04:16:45.860674: 18.80 F, 42.20 Humidity, 357 Light
2018-12-12 04:16:47.191518: 18.70 F, 42.10 Humidity, 361 Light
2018-12-12 04:16:49.703977: 18.90 F, 42.30 Humidity, 369 Light
2018-12-12 04:16:52.218574: 18.80 F, 42.20 Humidity, 371 Light
2018-12-12 04:16:54.728973: 18.80 F, 42.20 Humidity, 365 Light
2018-12-12 04:16:57.240616: 18.90 F, 42.30 Humidity, 358 Light
2018-12-12 04:16:58.570913: 18.80 F, 42.20 Humidity, 352 Light
2018-12-12 04:17:01.082476: 18.90 F, 42.30 Humidity, 352 Light
2018-12-12 04:17:03.591419: 18.80 F, 42.10 Humidity, 356 Light
2018-12-12 04:17:06.103336: 18.90 F, 42.20 Humidity, 361 Light
2018-12-12 04:17:08.613771: 18.80 F, 42.10 Humidity, 367 Light
2018-12-12 04:17:09.951933: 18.80 F, 42.20 Humidity, 368 Light
2018-12-12 04:17:12.463090: 18.80 F, 42.20 Humidity, 366 Light
2018-12-12 04:17:14.971874: 18.90 F, 42.40 Humidity, 365 Light
2018-12-12 04:17:17.483948: 18.80 F, 42.20 Humidity, 360 Light
2018-12-12 04:17:19.995671: 18.80 F, 42.20 Humidity, 354 Light
2018-12-12 04:17:21.334275: 18.80 F, 42.10 Humidity, 350 Light
2018-12-12 04:17:23.846934: 18.80 F, 42.00 Humidity, 350 Light
2018-12-12 04:17:26.356929: 18.80 F, 42.00 Humidity, 350 Light
2018-12-12 04:17:28.868727: 18.80 F, 42.00 Humidity, 350 Light
2018-12-12 04:17:31.380508: 18.80 F, 42.10 Humidity, 351 Light
